Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
1112,5,4,1,3,37,Downtown,Furnished,Yes,No,No,No,No,No,464875.45
2384,3,4,3,0,12,Rural,Furnished,Yes,Yes,No,No,Yes,No,552559.68
4524,3,4,3,2,42,Rural,Semi-Furnished,No,No,No,Yes,No,No,426574.69
3634,3,4,3,2,41,Westside,Unfurnished,Yes,No,No,Yes,Yes,No,518597.59
1555,2,4,1,0,10,Downtown,Semi-Furnished,Yes,No,No,Yes,No,Yes,817245.48
2122,4,2,1,2,7,Lakeview,Semi-Furnished,Yes,Yes,No,No,Yes,No,788434.3
3782,3,4,2,2,13,Lakeview,Furnished,Yes,No,Yes,Yes,No,Yes,987197.28
3110,1,2,3,1,48,Eastside,Furnished,Yes,No,Yes,No,No,Yes,512249.56
3569,1,3,1,2,41,Westside,Furnished,Yes,No,Yes,Yes,No,Yes,872636.51
1755,5,1,2,3,30,Suburban,Semi-Furnished,Yes,Yes,No,No,No,No,421278.68
3160,1,3,2,2,39,Uptown,Furnished,Yes,Yes,No,No,Yes,Yes,707523.69
4724,4,3,3,3,11,Midtown,Semi-Furnished,Yes,No,No,No,No,Yes,1293154.08
1542,4,2,1,0,24,Midtown,Semi-Furnished,Yes,Yes,Yes,No,No,No,574433.0
4952,3,1,3,2,13,Northend,Furnished,Yes,Yes,No,Yes,No,No,810232.39
1942,4,1,1,3,30,Uptown,Furnished,Yes,Yes,Yes,Yes,No,Yes,724415.82
4177,4,4,3,3,43,Southend,Semi-Furnished,Yes,Yes,Yes,No,Yes,No,561820.69
4676,3,3,2,1,46,Rural,Unfurnished,No,No,Yes,Yes,Yes,Yes,601133.13
4186,5,3,1,2,3,Midtown,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1007791.09
2404,4,2,1,2,46,Eastside,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,452740.9
3213,4,4,1,0,11,Northend,Furnished,Yes,No,No,No,Yes,No,551553.49
2377,2,1,2,0,26,Westside,Unfurnished,Yes,Yes,Yes,No,Yes,No,475382.05
1290,5,3,2,1,17,Rural,Furnished,Yes,Yes,No,Yes,No,No,294547.4
724,3,3,3,3,11,Southend,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,351803.75
3534,2,3,2,0,8,Suburban,Semi-Furnished,Yes,Yes,No,Yes,No,No,681877.71
4732,6,2,2,1,3,Downtown,Unfurnished,Yes,No,No,No,Yes,Yes,1224216.6
725,2,2,3,3,20,Lakeview,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,622262.0
3905,5,1,2,2,4,Suburban,Furnished,Yes,No,Yes,Yes,No,No,634514.58
3679,4,4,3,2,40,Rural,Semi-Furnished,Yes,No,No,No,No,Yes,539362.76
1311,3,2,2,3,43,Rural,Furnished,Yes,No,No,Yes,Yes,No,260068.0
2992,5,1,2,3,23,Midtown,Unfurnished,Yes,Yes,No,Yes,No,No,465290.49
4602,2,3,1,0,17,Westside,Furnished,Yes,No,No,No,Yes,No,725367.32
4723,1,1,1,3,49,Eastside,Furnished,Yes,No,No,Yes,No,No,426450.14
4566,3,1,1,0,33,Suburban,Unfurnished,No,No,No,Yes,No,No,614959.69
4862,1,3,2,3,3,Rural,Semi-Furnished,Yes,Yes,No,No,No,No,560337.97
4809,6,3,1,3,44,Rural,Unfurnished,Yes,No,Yes,Yes,No,No,621657.96
746,6,2,3,2,23,Westside,Semi-Furnished,Yes,No,No,No,No,No,279764.94
2118,4,3,1,0,16,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,447591.65
2327,5,3,3,0,13,Westside,Semi-Furnished,No,Yes,No,Yes,Yes,No,628161.79
3945,4,4,3,3,1,Westside,Furnished,No,Yes,No,No,Yes,No,981950.59
920,5,3,3,2,18,Northend,Furnished,No,No,Yes,Yes,No,Yes,360347.7
3264,2,4,3,1,17,Downtown,Unfurnished,Yes,Yes,No,No,Yes,No,1090984.15
1871,4,3,2,2,18,Westside,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,576687.48
4738,1,2,3,2,12,Uptown,Unfurnished,Yes,Yes,No,No,No,Yes,1163302.34
2688,2,3,3,1,48,Midtown,Unfurnished,Yes,No,No,Yes,Yes,No,647037.78
3112,5,1,1,2,14,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,842766.53
2580,2,1,1,0,43,Lakeview,Unfurnished,Yes,No,Yes,Yes,Yes,No,681473.4
4824,1,3,3,0,2,Uptown,Semi-Furnished,Yes,No,No,No,Yes,Yes,1313506.61
3235,3,1,2,0,35,Eastside,Semi-Furnished,Yes,No,No,Yes,Yes,No,407979.13
1329,5,2,2,3,11,Suburban,Furnished,Yes,No,No,Yes,No,No,436786.75
3558,3,3,1,0,15,Downtown,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,1204041.86
1349,2,3,1,0,4,Southend,Furnished,No,Yes,No,Yes,Yes,No,367972.09
3280,6,2,1,1,13,Midtown,Semi-Furnished,No,Yes,No,Yes,Yes,No,1000776.65
1653,6,3,1,3,34,Downtown,Furnished,Yes,Yes,No,Yes,No,Yes,926651.99
4329,4,3,2,3,2,Uptown,Unfurnished,Yes,No,Yes,No,Yes,No,1118334.08
3182,6,4,1,3,40,Downtown,Furnished,Yes,No,No,No,No,No,983574.39
3579,5,2,1,0,47,Suburban,Furnished,Yes,No,No,Yes,Yes,Yes,811916.71
902,2,1,2,3,1,Northend,Furnished,Yes,No,No,Yes,No,No,204717.05
3475,5,3,3,3,14,Suburban,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,687588.7
2102,1,3,2,2,44,Southend,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,404888.65
1480,2,4,1,3,11,Southend,Unfurnished,No,No,Yes,No,No,Yes,365223.08
2794,4,3,2,2,48,Northend,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,528819.77
2884,5,4,3,3,36,Southend,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,668851.52
3852,6,4,1,0,29,Rural,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,679287.66
4628,4,4,1,3,6,Suburban,Furnished,Yes,No,Yes,Yes,Yes,Yes,908573.81
1298,4,4,3,3,0,Southend,Furnished,Yes,No,No,No,Yes,Yes,448789.11
3095,1,1,3,0,40,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,405415.88
1866,6,2,1,1,37,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,609937.87
3438,3,2,1,0,37,Westside,Furnished,Yes,No,No,Yes,Yes,No,582030.05
1762,2,3,2,3,43,Lakeview,Furnished,Yes,No,Yes,Yes,No,No,638420.95
3276,3,2,2,1,16,Downtown,Semi-Furnished,Yes,No,No,No,No,No,718665.75
3748,3,4,3,0,39,Southend,Furnished,Yes,No,Yes,Yes,Yes,No,525990.57
803,1,4,2,2,27,Midtown,Semi-Furnished,No,No,No,Yes,Yes,Yes,372670.67
2193,4,1,1,0,14,Downtown,Unfurnished,Yes,No,No,No,No,No,591140.47
2816,4,1,2,1,29,Lakeview,Furnished,Yes,No,Yes,Yes,Yes,Yes,979840.21
4995,2,3,3,0,6,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,773547.71
1421,1,2,1,3,14,Eastside,Furnished,No,No,No,Yes,Yes,No,289556.97
920,5,1,1,2,36,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,147410.69
2678,4,4,2,0,46,Uptown,Furnished,Yes,No,No,No,No,No,512251.69
4309,2,4,2,2,10,Midtown,Furnished,Yes,No,No,Yes,No,No,1102010.68
1666,5,1,3,0,14,Southend,Unfurnished,Yes,No,No,Yes,Yes,Yes,451673.09
5173,6,1,2,1,18,Suburban,Furnished,No,No,No,Yes,No,No,858509.7
1039,3,1,3,1,18,Lakeview,Furnished,Yes,No,Yes,Yes,No,Yes,699213.57
3999,1,2,1,1,44,Southend,Semi-Furnished,No,Yes,No,Yes,No,No,517536.78
1960,5,4,3,3,12,Rural,Unfurnished,Yes,No,No,No,Yes,No,388238.11
5187,4,3,2,0,7,Southend,Semi-Furnished,Yes,No,No,No,No,Yes,843004.16
827,6,2,2,2,3,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,No,331089.76
3359,2,3,1,2,18,Uptown,Semi-Furnished,Yes,No,No,No,Yes,No,803338.39
2593,2,1,2,2,38,Suburban,Furnished,Yes,Yes,No,No,No,No,395601.14
2631,6,1,1,0,49,Westside,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,571545.78
3341,1,4,3,1,2,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,762157.06
851,3,4,3,0,48,Northend,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,371011.2
4408,4,1,3,1,30,Downtown,Unfurnished,Yes,Yes,No,Yes,No,Yes,953945.76
733,3,3,2,3,25,Downtown,Semi-Furnished,Yes,No,No,No,No,No,360706.26
3622,1,2,2,0,29,Suburban,Semi-Furnished,Yes,No,No,Yes,Yes,No,520131.87
3228,1,1,2,1,25,Suburban,Unfurnished,Yes,No,Yes,Yes,No,No,547224.3
1432,3,3,2,2,24,Northend,Unfurnished,Yes,Yes,No,Yes,No,No,358884.47
2323,5,1,3,3,0,Southend,Furnished,Yes,No,No,Yes,Yes,Yes,632958.91
4000,5,4,3,3,0,Suburban,Furnished,Yes,Yes,No,No,No,No,888404.37
4573,1,3,2,0,5,Eastside,Unfurnished,Yes,No,Yes,No,No,No,476967.57
3845,5,2,3,3,30,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1145314.06
1360,5,4,2,0,47,Uptown,Furnished,No,No,Yes,Yes,Yes,No,576877.04
1730,6,1,2,3,23,Eastside,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,437172.26
2695,2,1,3,3,33,Eastside,Semi-Furnished,Yes,No,No,No,No,No,462423.07
4895,3,2,3,2,5,Midtown,Unfurnished,Yes,No,Yes,No,Yes,No,1133289.14
1976,2,1,1,2,27,Westside,Furnished,Yes,No,No,Yes,No,Yes,426282.34
2523,2,2,1,0,15,Northend,Furnished,Yes,No,No,No,Yes,No,356723.91
3096,6,2,3,3,39,Suburban,Furnished,Yes,Yes,No,Yes,No,No,686618.82
2930,1,1,1,0,25,Suburban,Furnished,Yes,No,No,Yes,No,No,514513.44
4189,6,3,1,3,24,Suburban,Furnished,Yes,No,No,No,No,No,720982.61
1033,1,2,3,0,8,Midtown,Furnished,Yes,No,No,No,Yes,No,395798.08
1756,1,1,3,0,25,Rural,Semi-Furnished,Yes,Yes,Yes,No,Yes,Yes,350107.76
2157,2,2,2,2,36,Suburban,Furnished,Yes,No,No,No,No,Yes,572422.48
1652,4,4,3,0,41,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,551943.93
4393,2,3,2,1,35,Uptown,Unfurnished,No,Yes,No,No,Yes,No,876457.08
2252,6,3,3,0,26,Southend,Unfurnished,No,Yes,No,Yes,No,No,486390.35
2183,2,2,3,1,33,Westside,Unfurnished,Yes,Yes,No,Yes,Yes,No,486957.39
3478,6,3,2,1,40,Midtown,Semi-Furnished,Yes,Yes,No,Yes,No,No,737585.5
4832,2,2,3,3,5,Southend,Furnished,Yes,Yes,Yes,No,Yes,No,848571.52
4153,5,4,2,0,31,Midtown,Furnished,No,Yes,No,No,Yes,Yes,1004546.03
3513,6,3,1,0,47,Northend,Furnished,No,No,No,Yes,Yes,No,514519.69
1200,5,1,1,3,40,Downtown,Furnished,No,No,Yes,Yes,Yes,No,589098.11
5170,1,3,1,0,43,Rural,Furnished,Yes,Yes,No,No,No,No,512830.64
3564,2,3,2,3,1,Southend,Semi-Furnished,Yes,Yes,No,Yes,No,No,694648.16
2264,2,2,2,3,30,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,691056.78
4818,1,1,3,2,4,Southend,Semi-Furnished,Yes,Yes,Yes,No,Yes,No,620645.62
1622,3,1,3,3,33,Midtown,Unfurnished,Yes,No,No,Yes,Yes,No,449438.69
4330,4,3,3,2,45,Southend,Unfurnished,No,No,Yes,Yes,Yes,No,765768.51
3458,6,1,2,1,32,Westside,Furnished,Yes,No,No,Yes,No,No,770826.74
2820,4,1,3,0,21,Rural,Unfurnished,Yes,No,No,Yes,No,Yes,320287.21
1922,3,3,3,1,22,Northend,Unfurnished,Yes,No,No,No,Yes,No,300108.18
2040,1,1,3,1,45,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,366128.48
5025,3,3,2,2,35,Northend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,569298.27
1022,4,4,3,1,44,Midtown,Furnished,No,Yes,No,Yes,No,No,366585.58
3507,3,1,1,3,22,Eastside,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,525125.98
2998,2,1,2,1,34,Southend,Furnished,No,No,No,No,No,Yes,533790.79
2589,5,1,1,1,34,Uptown,Semi-Furnished,No,No,Yes,No,Yes,No,698835.18
2238,2,2,3,1,5,Rural,Semi-Furnished,Yes,Yes,Yes,Yes,No,Yes,352965.04
4689,4,4,1,3,49,Downtown,Semi-Furnished,Yes,No,No,Yes,No,Yes,959448.25
3033,6,3,3,0,48,Suburban,Furnished,Yes,Yes,No,Yes,No,No,557568.14
3064,6,1,1,0,31,Midtown,Semi-Furnished,Yes,Yes,No,Yes,No,No,704883.58
3264,6,1,1,3,44,Northend,Unfurnished,Yes,No,No,No,Yes,No,558023.34
998,5,3,1,1,18,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,394823.66
2918,5,4,1,2,26,Southend,Furnished,Yes,No,No,Yes,Yes,No,635521.39
3246,3,4,2,1,42,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,No,441232.24
984,2,3,2,1,47,Rural,Furnished,Yes,No,No,Yes,No,Yes,247847.03
1164,6,3,3,1,13,Rural,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,300647.3
3954,3,1,3,1,1,Midtown,Furnished,Yes,Yes,Yes,No,No,No,1085027.12
1127,4,3,3,2,24,Westside,Unfurnished,Yes,Yes,No,Yes,No,No,397620.9
2184,5,2,1,3,27,Uptown,Unfurnished,No,No,No,Yes,No,No,583213.28
1231,3,1,2,1,4,Eastside,Unfurnished,Yes,No,Yes,No,Yes,No,345974.78
4787,5,1,2,0,33,Lakeview,Semi-Furnished,Yes,No,No,Yes,No,No,1081989.49
1744,2,3,3,1,49,Eastside,Unfurnished,Yes,No,No,No,Yes,Yes,300708.69
2674,6,3,3,0,21,Uptown,Unfurnished,Yes,No,No,Yes,Yes,Yes,708290.15
4374,4,2,2,1,9,Northend,Furnished,Yes,No,No,No,Yes,No,712272.49
3274,2,2,3,2,5,Uptown,Unfurnished,Yes,Yes,Yes,No,No,No,1017210.19
3578,3,1,3,0,2,Lakeview,Furnished,No,No,No,No,Yes,Yes,1326825.14
1639,3,1,3,2,1,Northend,Semi-Furnished,No,No,No,Yes,Yes,No,313078.74
5159,1,3,3,3,29,Suburban,Semi-Furnished,Yes,No,No,No,Yes,No,782542.22
3617,2,3,2,0,8,Downtown,Furnished,Yes,No,No,Yes,Yes,No,941308.27
2940,4,2,2,2,6,Rural,Furnished,Yes,Yes,Yes,Yes,No,Yes,561417.13
4618,6,2,2,2,26,Lakeview,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,1656316.52
3702,5,4,1,1,42,Southend,Semi-Furnished,Yes,No,No,No,No,No,643910.76
3698,1,4,2,2,40,Uptown,Semi-Furnished,Yes,No,No,Yes,No,Yes,1040682.52
5040,4,2,3,2,33,Southend,Semi-Furnished,No,Yes,No,Yes,Yes,Yes,824378.47
2544,6,3,2,2,5,Uptown,Furnished,Yes,Yes,Yes,No,No,No,958572.0
1207,2,2,3,1,30,Northend,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,276614.61
932,5,3,2,1,28,Eastside,Unfurnished,Yes,No,No,No,Yes,Yes,275902.02
972,4,3,2,2,26,Eastside,Unfurnished,Yes,No,Yes,No,Yes,No,361861.72
547,1,2,3,0,42,Suburban,Semi-Furnished,Yes,No,No,No,Yes,Yes,274004.37
2414,6,3,1,1,22,Rural,Furnished,Yes,Yes,No,Yes,No,Yes,485354.67
1605,6,3,1,3,8,Southend,Semi-Furnished,No,No,No,Yes,Yes,No,434111.65
3680,5,3,1,0,30,Suburban,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,781272.44
2390,2,2,1,0,42,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,657690.15
857,5,4,2,2,49,Northend,Furnished,Yes,No,No,Yes,No,No,291775.88
1067,2,3,2,2,1,Southend,Furnished,Yes,No,Yes,Yes,No,Yes,437620.32
979,3,3,3,3,40,Downtown,Unfurnished,Yes,No,No,Yes,No,Yes,620139.85
1366,3,4,2,3,23,Eastside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,517472.54
3760,2,4,2,1,25,Lakeview,Unfurnished,No,No,No,No,Yes,No,1036896.49
4559,4,2,1,3,38,Uptown,Unfurnished,Yes,No,Yes,Yes,No,Yes,948566.07
1528,1,4,2,3,47,Midtown,Unfurnished,Yes,Yes,Yes,No,No,No,366083.4
3857,3,3,2,2,25,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,No,777706.73
2313,4,2,1,0,30,Suburban,Furnished,Yes,Yes,No,No,Yes,No,421674.2
4228,5,2,2,2,38,Midtown,Semi-Furnished,Yes,No,No,No,No,No,1054728.07
4026,3,4,2,1,27,Downtown,Semi-Furnished,Yes,Yes,No,No,No,No,1133300.42
1550,6,3,1,3,6,Southend,Unfurnished,Yes,No,No,Yes,No,No,426711.8
626,6,3,3,3,10,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,312600.14
4106,4,1,3,2,4,Midtown,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,1087719.78
2878,1,1,2,3,15,Eastside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,591234.69
2152,6,3,2,2,21,Suburban,Unfurnished,Yes,No,No,No,No,Yes,487691.24
507,5,4,1,0,46,Downtown,Semi-Furnished,Yes,No,No,No,No,No,285475.69
1784,3,2,2,2,33,Rural,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,240369.02
5193,6,2,3,1,1,Uptown,Furnished,Yes,No,Yes,No,No,Yes,1352805.83
4981,3,4,2,2,3,Downtown,Unfurnished,Yes,No,Yes,Yes,No,No,1299600.03
678,1,4,1,1,30,Suburban,Unfurnished,Yes,No,Yes,Yes,Yes,No,250496.25
4095,2,1,3,3,21,Eastside,Semi-Furnished,No,No,No,Yes,No,No,523297.81
4317,6,2,3,2,43,Eastside,Furnished,Yes,Yes,No,Yes,No,No,653771.45
3754,3,4,2,1,23,Westside,Semi-Furnished,Yes,No,No,Yes,No,No,699293.9
4953,2,1,1,3,42,Suburban,Unfurnished,Yes,No,Yes,Yes,No,No,698091.21
2923,1,2,2,1,49,Suburban,Semi-Furnished,Yes,No,No,Yes,Yes,No,341634.16
2250,6,3,1,1,45,Southend,Semi-Furnished,Yes,No,No,No,Yes,No,337319.04
4677,1,4,3,1,37,Southend,Unfurnished,No,No,No,No,Yes,No,738829.9
3929,6,2,3,0,42,Downtown,Furnished,No,Yes,Yes,No,No,No,1169179.39
684,4,2,2,1,1,Northend,Furnished,Yes,Yes,No,Yes,No,No,320130.31
2835,3,2,3,1,41,Suburban,Unfurnished,Yes,No,Yes,No,Yes,No,552648.8
3633,5,1,3,2,11,Eastside,Unfurnished,Yes,No,No,No,Yes,No,635491.62
1006,6,1,2,2,35,Lakeview,Semi-Furnished,Yes,No,Yes,No,No,No,679559.07
4625,5,2,1,3,49,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,546359.04
2432,6,3,3,1,10,Midtown,Unfurnished,No,No,No,No,No,Yes,832751.17
1696,1,3,1,3,28,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,No,367318.13
4185,5,3,3,2,1,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,1061524.2
4681,5,4,3,2,0,Eastside,Furnished,Yes,No,No,No,No,No,600168.22
1838,6,1,3,1,34,Suburban,Furnished,Yes,No,No,Yes,No,Yes,518986.98
3120,5,3,2,2,46,Suburban,Furnished,Yes,No,No,No,Yes,Yes,693758.02
1182,4,1,3,2,47,Southend,Furnished,No,No,Yes,Yes,No,Yes,388201.17
4014,4,2,1,0,27,Eastside,Unfurnished,Yes,No,Yes,No,Yes,Yes,394851.93
4867,6,1,3,2,23,Midtown,Furnished,Yes,Yes,No,No,No,No,1172132.69
2660,1,4,2,0,23,Southend,Unfurnished,Yes,Yes,No,No,Yes,No,429151.51
2229,6,3,3,3,9,Rural,Furnished,Yes,No,No,Yes,Yes,Yes,385187.16
1917,5,2,1,1,43,Lakeview,Semi-Furnished,Yes,No,No,No,Yes,No,664245.55
4514,1,4,2,1,41,Suburban,Unfurnished,Yes,Yes,Yes,No,Yes,No,750306.04
518,1,2,2,3,30,Westside,Unfurnished,Yes,Yes,Yes,No,Yes,No,286219.0
3152,1,2,2,1,43,Lakeview,Semi-Furnished,No,Yes,Yes,Yes,No,Yes,1287918.24
4300,4,4,1,2,1,Lakeview,Semi-Furnished,No,No,Yes,Yes,No,No,1437433.8
964,4,2,1,2,29,Westside,Furnished,Yes,Yes,No,Yes,No,No,367292.86
1190,3,4,3,2,15,Westside,Unfurnished,No,No,No,Yes,No,No,313935.09
1510,6,3,1,1,49,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,No,538078.39
3561,5,2,3,2,26,Downtown,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,965979.04
4520,6,4,2,1,10,Westside,Furnished,Yes,Yes,No,Yes,No,No,1026881.18
662,2,1,1,0,3,Rural,Furnished,Yes,No,No,Yes,Yes,No,169620.89
2135,4,2,3,3,21,Midtown,Furnished,Yes,Yes,Yes,Yes,No,No,698499.66
3246,6,4,2,1,41,Westside,Semi-Furnished,No,No,No,Yes,No,No,719840.98
794,6,1,3,0,2,Rural,Unfurnished,Yes,No,No,No,Yes,No,256028.44
1078,2,2,1,0,17,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,679774.64
2085,5,4,3,2,31,Midtown,Furnished,Yes,Yes,No,Yes,No,No,635118.22
3880,5,4,3,1,9,Lakeview,Unfurnished,Yes,Yes,No,Yes,Yes,No,1059304.61
2849,4,3,2,1,22,Southend,Furnished,Yes,No,No,Yes,Yes,Yes,511099.8
2671,2,2,2,3,40,Westside,Furnished,Yes,No,No,Yes,No,No,499754.09
694,6,1,3,3,23,Southend,Semi-Furnished,Yes,No,No,No,Yes,Yes,327068.16
1341,1,3,1,2,26,Downtown,Unfurnished,Yes,No,No,Yes,No,No,482790.35
4507,1,3,2,1,8,Rural,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,515217.07
5084,6,4,1,3,17,Suburban,Unfurnished,Yes,No,Yes,Yes,Yes,No,813660.57
3431,4,3,3,3,36,Suburban,Unfurnished,Yes,No,No,No,Yes,No,639371.98
945,2,4,3,3,47,Lakeview,Unfurnished,Yes,No,No,No,No,Yes,503792.34
579,4,3,3,1,31,Westside,Unfurnished,Yes,No,Yes,No,No,No,319860.39
3245,1,4,1,0,22,Southend,Unfurnished,Yes,No,No,Yes,No,No,454312.4
4188,5,4,1,2,47,Suburban,Furnished,Yes,No,Yes,Yes,Yes,No,809346.15
2360,4,4,1,2,25,Downtown,Furnished,Yes,No,Yes,Yes,No,Yes,977288.8
1430,1,4,1,0,1,Northend,Semi-Furnished,No,Yes,Yes,No,Yes,No,310375.79
2434,5,3,2,0,25,Eastside,Unfurnished,Yes,No,Yes,No,No,Yes,409492.5
4867,6,1,1,3,18,Eastside,Semi-Furnished,Yes,No,Yes,Yes,No,No,900437.24
2671,4,4,1,3,40,Downtown,Furnished,Yes,No,No,Yes,Yes,No,723171.11
3794,4,2,3,3,29,Downtown,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,1146153.74
4892,1,1,3,3,18,Downtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,1445076.7
3334,1,1,2,2,1,Rural,Furnished,Yes,No,Yes,Yes,No,Yes,389935.14
2154,5,2,2,2,33,Rural,Furnished,Yes,No,No,Yes,No,Yes,315379.35
3428,3,2,2,2,34,Lakeview,Furnished,Yes,No,No,No,No,Yes,1028164.6
4103,5,4,3,0,46,Eastside,Unfurnished,Yes,Yes,No,No,No,Yes,574941.27
2172,4,2,3,1,42,Southend,Furnished,Yes,No,No,Yes,No,Yes,369394.29
4850,4,3,1,2,29,Southend,Furnished,No,No,Yes,No,Yes,Yes,593512.39
1787,4,3,3,2,0,Northend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,427322.28
3226,6,4,3,2,2,Eastside,Semi-Furnished,Yes,No,No,No,Yes,Yes,702562.04
4624,1,4,1,0,26,Southend,Furnished,No,Yes,No,Yes,No,No,555710.6
1558,4,3,2,1,3,Midtown,Furnished,Yes,Yes,Yes,Yes,Yes,No,691011.25
1101,4,3,3,1,29,Northend,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,331454.24
3774,5,2,2,0,34,Eastside,Furnished,Yes,No,No,Yes,No,No,416440.23
3478,1,4,2,0,35,Uptown,Furnished,Yes,No,No,Yes,Yes,No,794407.01
630,5,2,3,0,43,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,277435.82
610,3,4,1,3,6,Lakeview,Furnished,Yes,No,No,No,Yes,Yes,604869.22
3071,5,2,2,1,39,Downtown,Furnished,No,Yes,No,No,Yes,Yes,1179763.86
3859,5,3,2,1,42,Downtown,Semi-Furnished,Yes,No,No,No,No,No,1123335.44
3234,3,2,1,3,35,Rural,Furnished,Yes,Yes,No,Yes,No,No,379401.35
1330,5,4,1,2,1,Rural,Furnished,Yes,No,No,No,No,Yes,308587.14
1165,4,1,3,3,49,Suburban,Furnished,Yes,Yes,No,Yes,No,Yes,316931.97
1566,4,2,3,1,16,Northend,Furnished,Yes,No,Yes,No,Yes,No,490660.33
4288,2,3,2,1,10,Uptown,Semi-Furnished,Yes,No,No,Yes,No,Yes,1152959.8
1817,1,4,1,1,20,Southend,Unfurnished,Yes,No,No,No,Yes,No,327708.57
784,4,2,3,1,44,Westside,Unfurnished,No,No,No,No,Yes,Yes,305343.48
5159,6,1,2,3,34,Northend,Semi-Furnished,No,No,Yes,Yes,Yes,Yes,596547.78
4614,1,2,2,2,42,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,846853.25
4078,5,4,3,0,1,Midtown,Unfurnished,Yes,Yes,No,Yes,Yes,No,1067342.77
5142,2,3,3,0,14,Suburban,Unfurnished,Yes,No,No,Yes,Yes,No,640794.57
547,6,4,2,1,20,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,520812.38
2268,4,3,3,3,49,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,895270.24
4814,6,1,1,1,19,Uptown,Unfurnished,Yes,Yes,No,Yes,No,No,1194302.96
3759,5,1,3,2,48,Midtown,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,814154.49
2578,2,3,2,2,33,Northend,Semi-Furnished,Yes,No,No,No,Yes,No,465584.77
2806,6,1,1,2,14,Downtown,Furnished,Yes,Yes,No,No,Yes,Yes,1246191.61
3915,5,4,3,3,45,Suburban,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,626275.81
4903,1,1,2,1,17,Suburban,Furnished,Yes,No,Yes,No,Yes,No,502896.85
3642,5,2,2,3,13,Rural,Semi-Furnished,No,Yes,Yes,Yes,No,No,366924.5
1067,5,4,1,0,34,Southend,Unfurnished,Yes,No,Yes,No,Yes,No,231905.71
4826,5,1,1,3,3,Downtown,Furnished,Yes,No,Yes,Yes,No,No,1301174.22
